"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"54","386.63193692814286","18.252960160410623","4.501322109659565","-0.31299719319013514","0.01639999999999997","0.0156","0.017199999999999993","1244.4444444444443","0.0006152225265115972","0","0.0006152225265115972","0.0006152225265115972","54_45:0.012004091939296802;54_64:0.012612375164945622","54_45:561.7777777777777;54_64:561.7777777777777","true"
"55","336.3386883924579","35.09262064481855","4.686304545688034","-0.3100668699291798","0.0026000000000000467","0.0036000000000000476","0.0016","1244.4444444444443","0.00029871573651574636","0","0.00029871573651574636","0.00029871573651574636","55_49:0.014056455396584816","55_49:561.7777777777777","true"
"56","337.6489514403228","301.9448944637701","4.5536842255698184","0","0.005099999999999993","0.0074","0.0028000000000000247","1244.4444444444443","0.0004339139966311199","0","0.0004339139966311199","0.0004339139966311199","56_52:0.008038085886852814","56_52:561.7777777777777","true"
"57","395.7625986730241","42.48192336969439","4.639611070332088","-0.3110258364070089","0.005199999999999982","0.009399999999999964","0.001","1244.4444444444443","0.0006636166632212401","0","0.0006636166632212401","0.0006636166632212401","57_58:0.02811369567178898;57_56:0.016804363054671145","57_58:561.7777777777777;57_56:561.7777777777777","true"
"58","230.67100603686933","38.50982681348805","4.609449412021742","-0.3120232272887944","0.0046999999999999265","0.0074","0.0020000000000000018","1244.4444444444443","0.000561780786201162","0","0.000561780786201162","0.000561780786201162","58_59:0.013761369417856939;58_71:0.019895545949230042","58_59:561.7777777777777;58_71:561.7777777777777","true"
"59","189.34178094309797","79.87991253758757","4.7699840799316355","-0.3055632788590134","0.0024999999999999467","0.0041999999999999815","0.0008","1244.4444444444443","0.00020144014410213444","0","0.00020144014410213444","0.00020144014410213444","59_60:0.01128513278826529","59_60:561.7777777777777","true"
"60","352.9701772075429","493.70258758341265","4.517598446614792","-0.3130252570847025","0.0041999999999999815","0.005","0.0033999999999999586","1244.4444444444443","0.00014292117111123923","0","0.00014292117111123923","0.00014292117111123923","60_61:0.008094269574409702","60_61:561.7777777777777","true"
"61","191.58169644330275","112.165372646548","4.689244549965453","0","0.008099999999999996","0.009399999999999964","0.0068","1244.4444444444443","0.00021003145592915975","0","0.00021003145592915975","0.00021003145592915975","61_62:0.02896200367415447","61_62:561.7777777777777","true"
"62","172.98531987657753","28.265584056778852","4.646777599508265","-0.2863049460361145","0.028299999999999992","0.02980000000000005","0.0268","1244.4444444444443","0.001210921133550383","0","0.001210921133550383","0.001210921133550383","","","true"
"63","204.49244766328914","186.04574240251995","4.507483503022888","-0.32264290979581867","0.0035000000000000586","0.005199999999999982","0.0018","1244.4444444444443","0.00038606595696246684","0","0.00038606595696246684","0.00038606595696246684","63_62:0.02398237898673483;63_64:0.00701245720456703","63_62:561.7777777777777;63_64:561.7777777777777","true"
"64","323.8183703642986","37.50223899647417","4.463144200046033","0","0.010199999999999987","0.014","0.006399999999999961","1244.4444444444443","0.000262871313123523","0","0.000262871313123523","0.000262871313123523","64_65:0.02735562799354191","64_65:561.7777777777777","true"
"65","201.51583257844445","126.32058777224258","4.615098057922199","-0.31101251617313946","0.09189999999999998","0.18259999999999998","0.0012","1244.4444444444443","0.0019309033391521422","0","0.0019309033391521422","0.0019309033391521422","","","true"
"66","177.04609605520653","67.49519523266758","4.6504021972099014","-0.29034076699160294","0.017900000000000027","0.0226","0.01319999999999999","1244.4444444444443","0.0026745424674014502","0","0.0026745424674014502","0.0026745424674014502","66_65:0.02233248334177862;66_67:0.027440730524355167","66_65:561.7777777777777;66_67:561.7777777777777","true"
"67","231.5793453073882","64.49353311676397","4.71453615403062","-0.3101140892003641","0.006399999999999961","0.0082","0.0046000000000000485","1244.4444444444443","0.00027303275977033983","0","0.00027303275977033983","0.00027303275977033983","67_68:0.017787314248268515","67_68:561.7777777777777","true"
"68","348.93746000012305","70.42527098958526","4.612755356673297","-0.31130677970698856","0.013800000000000034","0.014","0.013599999999999945","1244.4444444444443","0.00043256996622106464","0","0.00043256996622106464","0.00043256996622106464","68_69:0.02061622158231377;68_55:0.008739663025494893","68_69:561.7777777777777;68_55:561.7777777777777","true"
"69","115.91084932530885","64.6632519342185","4.551429793603594","-0.31213146441791095","0.0030999999999999917","0.005199999999999982","0.001","1244.4444444444443","0.0005209528822265386","0","0.0005209528822265386","0.0005209528822265386","69_70:0.01038362375538121","69_70:561.7777777777777","true"
"70","238.13809506374332","57.19852235437363","4.711915007647009","-0.30937241746400446","0.0039000000000000146","0.006199999999999983","0.0016","1244.4444444444443","0.0002480222026012495","0","0.0002480222026012495","0.0002480222026012495","70_74:0.007045856371461767","70_74:561.7777777777777","true"
"71","199.41157877560846","45.88241546847371","4.545819782495691","-0.30894805896719","0.013400000000000079","0.016800000000000037","0.01","1244.4444444444443","0.0006905459460531251","0","0.0006905459460531251","0.0006905459460531251","","","true"
"72","219.9551920455859","207.55562986313402","4.576612786199847","-0.31191901483735823","0.01100000000000001","0.02100000000000002","0.001","1244.4444444444443","0.0011585513849643996","0","0.0011585513849643996","0.0011585513849643996","72_62:0.03579007613257362;72_81:0.020059220815769135","72_62:561.7777777777777;72_81:561.7777777777777","true"
"73","269.58756501561294","131.12672870130868","4.82209099726404","-0.3060243215183466","0.0049000000000000155","0.0046000000000000485","0.0052","1244.4444444444443","0.00016154354839682694","0","0.00016154354839682694","0.00016154354839682694","73_66:0.027737450495720073;73_85:0.012253679470362766","73_66:561.7777777777777;73_85:561.7777777777777","true"
"74","333.11227880272867","288.04705793138396","4.609664991441227","-0.31109191615982995","0.007900000000000018","0.0088","0.007000000000000006","1244.4444444444443","0.00015545856103315494","0","0.00015545856103315494","0.00015545856103315494","","","true"
"75","280.3867381817326","185.9473912248884","4.787398756645747","-0.27824835792971114","0.0126953125","0.005859375","0.01953125","1244.4444444444443","0.00012348061000487062","0","0.00012348061000487062","0.00012348061000487062","75_90:0.04692519029021028;75_76:0.0054990168480661406","75_90:561.7777777777777;75_76:561.7777777777777","true"
"76","112.78793332911357","186.77070811802727","4.683343270558033","-0.31055697195489596","0.0021999999999999797","0.0040000000000000036","0.0004","1244.4444444444443","0.00014143677600507651","0","0.00014143677600507651","0.00014143677600507651","76_77:0.011593162489291126","76_77:561.7777777777777","true"
"77","377.35131109930677","243.31898340406028","4.57665044377531","-0.313094932281466","0.040899999999999936","0.0412","0.04059999999999997","1244.4444444444443","0.0010489886766035799","0","0.0010489886766035799","0.0010489886766035799","77_78:0.017264287576801846;77_71:0.0121363240673234","77_78:561.7777777777777;77_71:561.7777777777777","true"
"78","455.9690284431237","354.89311026141183","4.483440476037335","-0.3136874752686043","0.0022999999999999687","0.0040000000000000036","0.0006","1244.4444444444443","0.00022704869816206447","0","0.00022704869816206447","0.00022704869816206447","","","true"
"79","146.85942209369094","70.60484870786154","4.570571563202828","-0.29525409443808415","0.02310000000000001","0.025399999999999978","0.0208","1244.4444444444443","0.0008201502661847454","0","0.0008201502661847454","0.0008201502661847454","79_78:0.009355568591696284","79_78:561.7777777777777","true"
"80","15.7861119903135","15.643810653353185","4.600470644955318","0","0.23319999999999996","0.29159999999999997","0.1748","1244.4444444444443","0.013907655895550326","0","0.013907655895550326","0.013907655895550326","80_81:1;80_79:1","80_81:561.7777777777777;80_79:561.7777777777777","true"
"81","263.9184704726487","106.05354766006228","4.498658612349336","-0.31468638313879793","0.0031999999999999806","0.0043999999999999595","0.002","1244.4444444444443","0.0001978449426702645","0","0.0001978449426702645","0.0001978449426702645","","","true"
"82","89.08922471654066","41.71169203785618","4.602463354968905","-0.31724266528169737","0.1048","0.1844","0.0252","1244.4444444444443","0.004211408941408225","0","0.004211408941408225","0.004211408941408225","82_83:0.037340714463413915;82_81:0.029472489126230322","82_83:561.7777777777777;82_81:561.7777777777777","true"
"83","365.7306479874912","88.26351909377257","4.6363109790464","-0.3103580553605243","0.011600000000000055","0.0144","0.00880000000000003","1244.4444444444443","0.00031331231645837545","0","0.00031331231645837545","0.00031331231645837545","","","true"
"84","256.979240733951","228.5047661212264","4.749613348479084","-0.3090225667525716","0.005600000000000049","0.009000000000000008","0.0022","1244.4444444444443","0.00017199662602932788","0","0.00017199662602932788","0.00017199662602932788","84_83:0.0073010425163161086","84_83:561.7777777777777","true"
"85","270.4453843810923","225.228672392674","4.586919226153841","-0.31154756735554556","0.0035000000000000586","0.0048","0.0021999999999999797","1244.4444444444443","0.00015500979743031967","0","0.00015500979743031967","0.00015500979743031967","85_86:0.03794837108428667;85_84:0.014928248087965806","85_86:561.7777777777777;85_84:561.7777777777777","true"
"86","215.1953523397726","148.5385730056306","4.756485359611577","-0.32580689050206485","0.04749999999999999","0.05459999999999998","0.0404","1244.4444444444443","0.00046838441128765684","0","0.00046838441128765684","0.00046838441128765684","","","true"
"87","104.29587633899175","47.14280389327797","4.72508226210467","0","0.02200000000000002","0.0252","0.0188","1244.4444444444443","0.0004900804953913752","0","0.0004900804953913752","0.0004900804953913752","87_93:0.02009153581814946;87_86:0.012834679789789638","87_93:561.7777777777777;87_86:561.7777777777777","true"
"88","272.7399665648303","31.2884540834139","4.566479138696995","-0.30765951332138847","0.006099999999999994","0.007800000000000029","0.0044","1244.4444444444443","0.0003074539707361828","0","0.0003074539707361828","0.0003074539707361828","88_89:0.016916796373251025;88_87:0.0195228012222238","88_89:561.7777777777777;88_87:561.7777777777777","true"
"89","214.18896418076505","211.89224109618453","4.7967132993474","-0.3069228576805572","0.038000000000000034","0.0412","0.03480000000000005","1244.4444444444443","0.00013897094300413494","0","0.00013897094300413494","0.00013897094300413494","89_74:0.015392804928816006","89_74:561.7777777777777","true"
"90","253.36319411067126","213.31037726453258","4.704258927806725","-0.2860621408681651","0.017578125","0.015625","0.01953125","1244.4444444444443","0.00024047122806694797","0","0.00024047122806694797","0.00024047122806694797","","","true"
"91","146.7324002869375","80.29167594806259","4.7090088727026265","-0.3103704189122232","0.0046999999999999265","0.007000000000000006","0.0024","1244.4444444444443","0.00026678225850549795","0","0.00026678225850549795","0.00026678225850549795","91_79:0.01215017564810178;91_98:0.013467705811554542","91_79:561.7777777777777;91_98:561.7777777777777","true"
"92","301.63649743976595","71.53684784108766","4.729508639636688","-0.3071779631697473","0.0019000000000000128","0.0030000000000000027","0.0008","1244.4444444444443","0.00016657548796497547","0","0.00016657548796497547","0.00016657548796497547","92_83:0.011369578700104715;92_102:0.01776763541142129","92_83:561.7777777777777;92_102:561.7777777777777","true"
"93","233.9492216195456","166.33043905076292","4.678344135849589","0","0.009700000000000042","0.016599999999999948","0.0028","1244.4444444444443","0.0003881865735957463","0","0.0003881865735957463","0.0003881865735957463","93_106:0.017331280593136184","93_106:561.7777777777777","true"
"94","169.52332972146112","155.9314741104787","4.876120965998447","-0.3062539208243005","0.01849999999999996","0.011","0.026000000000000023","1244.4444444444443","0.000299524923839232","0","0.000299524923839232","0.000299524923839232","94_90:0.008096015433270903;94_95:0.012699626858573787","94_90:561.7777777777777;94_95:561.7777777777777","true"
"95","186.07317488217532","17.69094044562543","4.597074148158703","-0.3136135264289027","0.010199999999999987","0.016000000000000014","0.0044","1244.4444444444443","0.0002717752655466562","0","0.0002717752655466562","0.0002717752655466562","","","true"
"96","287.70724962236875","204.01437244697584","4.73305499916973","0","0.0021999999999999797","0.003","0.0013999999999999568","1244.4444444444443","0.0001298895863054139","0","0.0001298895863054139","0.0001298895863054139","96_95:0.012477120960963262;96_109:0.02435528830542613;96_97:0.009104327284190888","96_95:561.7777777777777;96_109:561.7777777777777;96_97:561.7777777777777","true"
"97","193.70503559352312","221.11997415130992","4.806811646903919","-0.3064623934471557","0.010000000000000009","0.01880000000000004","0.0012","1244.4444444444443","0.00017362588222518882","0","0.00017362588222518882","0.00017362588222518882","97_98:0.013225397669300865","97_98:561.7777777777777","true"
"98","309.0327991573597","31.587704433469","4.608986555812949","-0.31190721922188297","0.0033999999999999586","0.00539999999999996","0.0014","1244.4444444444443","0.0004210254977946359","0","0.0004210254977946359","0.0004210254977946359","98_99:0.01663397954763554","98_99:561.7777777777777","true"
"99","43.779321044414985","47.95973873483734","4.574504648476182","-0.31063982957359515","0.005800000000000027","0.010399999999999965","0.0012","1244.4444444444443","0.000541487267642166","0","0.000541487267642166","0.000541487267642166","","","true"
"100","228.01532848507577","91.0564056654042","4.647314959114927","-0.31098646352761034","0.0023999999999999577","0.0036000000000000476","0.0012","1244.4444444444443","0.00019249032607620968","0","0.00019249032607620968","0.00019249032607620968","100_99:0.01723016712379269;100_110:0.038122371882649164","100_99:561.7777777777777;100_110:561.7777777777777","true"
"101","218.5375867780175","251.58646126077429","4.724303697028825","-0.3097143441409694","0.0026999999999999247","0.0040000000000000036","0.0014","1244.4444444444443","0.00024265279974525412","0","0.00024265279974525412","0.00024265279974525412","101_100:0.010587555111180591;101_102:0.017847952645950432","101_100:561.7777777777777;101_102:561.7777777777777","true"
